currency,COP,label.colPesos,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
currency,USD,label.dollar,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
currency,EUR,label.euro,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,129920,CEDULAS,CERTIFICATES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,129925,CERTIFICADOS,CERTIFICATES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,129930,PAPELES COMERCIALES,COMMERCIAL SECURITY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,129935,TITULOS,SECURITIES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,129940,ACEPTACIONES BANCARIAS O FINANCIERAS,FINANCIAL OR BANKING CONSENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,129945,DERECHOS FIDUCIARIOS,FIDUCIARY RIGHTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,129950,DERECHOS DE RECOMPRA DE INVERSIONES NEGOCIADAS,RIGHTS OF REPURCHASE OF NEGOTIATED INVESTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,129955,OBLIGATORIAS,OBLIGATORY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,129960,CUENTAS EN PARTICIPACION,ACCOUNTS IN PARTICIPATION,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,129995,OTRAS INVERSIONES,OTHER INVESTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,13,DEUDORES,INDEBTED,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1305,CLIENTES,CLIENT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,130505,NACIONALES,NATIONAL,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,130510,DEL EXTERIOR,OF THE FOREIGN,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,130515,DEUDORES DEL SISTEMA,INDEBTED OF THE SYSTEM,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1310,CUENTAS CORRIENTES COMERCIALES,COMMERCIAL CONVENTIONAL ACCOUNTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,131005,CASA MATRIZ,COUNTERFOIL HOUSE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,131010,COMPA¥IAS VINCULADAS,LINKED COMPANIES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,131015,ACCIONISTAS O SOCIOS,SHAREHOLDERS OR ASSOCIATES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,131020,PARTICULARES,PARTICULAR,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,131095,OTRAS,OTHER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1315,CUENTAS POR COBRAR A CASA MATRIZ,ACCOUNTS RECEIVABLE TO COUNTERFOIL HOUSE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,131505,VENTAS,SALES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,131510,PAGOS A NOMBRE DE CASA MATRIZ,PAY TO NAME OF COUNTERFOIL HOUSE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,131515,VALORES RECIBIDOS POR CASA MATRIZ,SECURITIES RECEIVED BY COUNTERFOIL HOUSE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,131520,PRESTAMOS,WE LEND,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1320,CUENTAS POR COBRAR A VINCULADOS ECONOMICOS,ACCOUNTS RECEIVABLE TO LINKED ECONOMIC,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,132005,FILIALES,SUBSIDIARY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,132010,SUBSIDIARIAS,SUBSIDIARIES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,132015,SUCURSALES,BRANCHES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1325,CUENTAS POR COBRAR A SOCIOS Y ACCIONISTAS,ACCOUNTS RECEIVABLE TO ASSOCIATES AND SHAREHOLDERS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,132505,A SOCIOS,TO ASSOCIATES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,132510,A ACCIONISTAS,TO SHAREHOLDER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1328,APORTES POR COBRAR,CONTRIBUTIONS BY TO COLLECT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,132801,132801,132801,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,132898,132898,132898,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1330,ANTICIPOS Y AVANCES,ANTICIPATION AND ADVANCES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133005,A PROVEEDORES,TO PROVIDING,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133010,A CONTRATISTAS,TO CONTRACTOR,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133015,A TRABAJADORES,TO WORKER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133020,A AGENTES,TO AGENT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133025,A CONCESIONARIOS,TO CONCESSIONARY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133030,DE ADJUDICACIONES,OF ADJUDICATION,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133095,OTROS,OTHER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1332,CUENTAS DE OPERACION CONJUNTA,ACCOUNTS OF OPERATION JOINT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133201,133201,133201,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133298,133298,133298,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1335,DEPOSITOS,DEPOSITS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133505,PARA IMPORTACIONES,FOR IMPORTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133510,PARA SERVICIOS,FOR SERVICES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133515,PARA CONTRATOS,FOR CONTRACTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133520,PARA RESPONSABILIDADES,FOR LIABILITIES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133525,PARA JUICIOS EJECUTIVOS,FOR EXECUTIVE JUDGEMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133530,PARA ADQUISICION DE ACCIONES; CUOTAS O DERECHOS SOCIALES,FOR ACQUISITION OF ACTIONS; QUOTAS OR SOCIAL RIGHTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133535,EN GARANTIA,IN SECURITY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,133595,OTROS,OTHER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1340,PROMESAS DE COMPRA VENTA,PROMISES OF SALE PURCHASE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134005,DE BIENES RAICES,OF ROOT GOODS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134010,DE MAQUINARIA Y EQUIPO,OF MACHINERY AND EQUIPMENT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134015,DE FLOTA Y EQUIPO DE TRANSPORTE,OF FLEET AND EQUIPMENT OF TRANSPORTATION,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134020,DE FLOTA Y EQUIPO AEREO,OF FLEET AND AIR EQUIPMENT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134025,DE FLOTA Y EQUIPO FERREO,OF FLEET AND FERREOUS EQUIPMENT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134030,DE FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,OF FLEET AND RIVER EQUIPMENT AND / OR MARITIME,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134035,DE SEMOVIENTES,OF SEMOVIENTES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134095,DE OTROS BIENES,OF OTHER GOODS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1345,INGRESOS POR COBRAR,INCOME BY TO COLLECT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134505,DIVIDENDOS Y/O PARTICIPACIONES,DIVIDENDS AND / OR PARTICIPATIONS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134510,INTERESES,INTEREST,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134515,COMISIONES,COMMISSIONS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134520,HONORARIOS,HONORARY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134525,SERVICIOS,SERVICES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134530,ARRENDAMIENTOS,LEASES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134535,CERT POR COBRAR,CERT BY TO COLLECT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,134595,OTROS,OTHER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1350,RETENCION SOBRE CONTRATOS,WITHHOLDING ON CONTRACTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,135005,DE CONSTRUCCION,OF CONSTRUCTION,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,135010,DE PRESTACION DE SERVICIOS,OF SERVICE OF SERVICE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,135095,OTROS,OTHER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1355,ANTICIPO DE IMPUESTOS Y CONTRIBUCIONES O SALDOS A FAVOR,ANTICIPATION OF TAXES AND CONTRIBUTIONS OR BALANCES IN FAVOR,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,135505,ANTICIPO DE IMPUESTOS DE RENTA Y COMPLEMENTARIOS,ANTICIPATION OF TAXES OF REVENUE AND COMPLEMENTARY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,135510,ANTICIPO DE IMPUESTOS DE INDUSTRIA Y COMERCIO,ANTICIPATION OF TAXES OF INDUSTRY AND TRADE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,135515,RETENCION EN LA FUENTE,WITHHOLDING IN THE SOURCE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,135520,SOBRANTES EN LIQUIDACION PRIVADA DE IMPUESTOS,REMAINING IN LIQUIDATION DEPRIVE OF TAXES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,135525,CONTRIBUCIONES,CONTRIBUTIONS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,135530,IMPUESTOS DESCONTABLES,DISCOUNTABLE TAXES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,135595,OTROS,OTHER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1360,RECLAMACIONES,CLAIMS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,136005,A COMPA¥IAS ASEGURADORAS,TO COMPANIES ASEGURADORAS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,136010,A TRANSPORTADORES,TO TRANSPORTER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,136015,POR TIQUETES AEREOS,BY AIR TIQUETES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,136095,OTRAS,OTHER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1365,CUENTAS POR COBRAR A TRABAJADORES,ACCOUNTS RECEIVABLE TO WORKER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,136505,VIVIENDA,HOUSE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,136510,VEHICULOS,VEHICLES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,136515,EDUCACION,EDUCATION,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,136520,MEDICOS; ODONTOLOGICOS Y SIMILARES,MEDICAL; ODONTOLOGICOS AND SIMILAR,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,136525,CALAMIDAD DOMESTICA,CALAMITY DOMESTICATES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,136530,RESPONSABILIDADES,LIABILITIES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,136595,OTROS,OTHER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1370,PRESTAMOS A PARTICULARES,WE LEND TO PARTICULAR,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,137005,CON GARANTIA REAL,WITH REAL SECURITY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,137010,CON GARANTIA PERSONAL,WITH PERSONAL SECURITY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1380,DEUDORES VARIOS,INDEBTED SEVERAL,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,138005,DEPOSITARIOS,DEPOSITORIES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,138010,COMISIONISTAS DE BOLSAS,COMMISSARIES OF MARKETS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,138015,FONDO DE INVERSION,FUND OF INVESTMENT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,138020,CUENTAS POR COBRAR DE TERCEROS,ACCOUNTS RECEIVABLE OF THIRD PARTY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,138025,PAGOS POR CUENTA DE TERCEROS,PAY BY ACCOUNT OF THIRD PARTY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,138030,FONDOS DE INVERSION SOCIAL,FUNDS OF SOCIAL INVESTMENT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,138095,OTROS,OTHER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1385,DERECHOS DE RECOMPRA DE CARTERA NEGOCIADA,RIGHTS OF REPURCHASE OF NEGOTIATED PORTFOLIO,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,138501,138501,138501,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,138598,138598,138598,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1390,DEUDAS DE DIFICIL COBRO,OBLIGATIONS OF DIFFICULT COLLECTION,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139001,139001,139001,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139098,139098,139098,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1399,PROVISIONES,PROVISIONS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139905,CLIENTES,CLIENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139910,CUENTAS CORRIENTES COMERCIALES,COMMERCIAL CONVENTIONAL ACCOUNTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139915,CUENTAS POR COBRAR A CASA MATRIZ,ACCOUNTS RECEIVABLE TO COUNTERFOIL HOUSE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139920,CUENTAS POR COBRAR A VINCULADOS ECONOMICOS,ACCOUNTS RECEIVABLE TO LINKED ECONOMIC,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139925,CUENTAS POR COBRAR A SOCIOS Y ACCIONISTAS,ACCOUNTS RECEIVABLE TO ASSOCIATES AND SHAREHOLDERS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139930,ANTICIPOS Y AVANCES,ANTICIPATION AND ADVANCES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139932,CUENTAS DE OPERACION CONJUNTA,ACCOUNTS OF OPERATION JOINT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139935,DEPOSITOS,DEPOSITS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139940,PROMESAS DE COMPRAVENTA,PROMISES OF MERCHANTING,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139945,INGRESOS POR COBRAR,INCOME BY TO COLLECT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139950,RETENCION SOBRE CONTRATOS,WITHHOLDING ON CONTRACTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139955,RECLAMACIONES,CLAIMS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139960,CUENTAS POR COBRAR A TRABAJADORES,ACCOUNTS RECEIVABLE TO WORKER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139965,PRESTAMOS A PARTICULARES,WE LEND TO PARTICULAR,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139975,DEUDORES VARIOS,INDEBTED SEVERAL,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,139980,DERECHOS DE RECOMPRA DE CARTERA NEGOCIADA,RIGHTS OF REPURCHASE OF NEGOTIATED PORTFOLIO,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,14,INVENTARIOS,INVENTORIES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1405,MATERIAS PRIMAS,INITIAL MATTERS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,140501,140501,140501,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,140598,140598,140598,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,140599,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1410,PRODUCTOS EN PROCESO,PRODUCTS IN PROCESS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,141001,141001,141001,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,141098,141098,141098,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,141099,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1415,OBRAS DE CONSTRUCCION EN CURSO,WORKS OF CONSTRUCTION IN COURSE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,141501,141501,141501,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,141598,141598,141598,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,141599,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1417,OBRAS DE URBANISMO,WORKS OF URBANISMO,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,141701,141701,141701,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,141798,141798,141798,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,141799,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1420,CONTRATOS EN EJECUCION,CONTRACTS IN EXECUTION,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,142001,142001,142001,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,142098,142098,142098,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,142099,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1425,CULTIVOS EN DESARROLLO,CULTIVATION IN DEVELOPMENT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,142501,142501,142501,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,142598,142598,142598,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,142599,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1430,PRODUCTOS TERMINADOS,ENDED PRODUCTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,143005,PRODUCTOS MANUFACTURADOS,MANUFACTURED PRODUCTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,143010,PRODUCTOS EXTRAIDOS Y/O PROCESADOS,EXTRACTED PRODUCTS AND / OR DEFENDANTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,143015,PRODUCTOS AGRICOLAS Y FORESTALES,AGRICULTURAL PRODUCTS AND FOREST,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,143020,SUBPRODUCTOS,BYPRODUCTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,143025,PRODUCTOS DE PESCA,PRODUCTS OF FISHING,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,143099,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1435,MERCANCIAS NO FABRICADAS POR LA EMPRESA,COMMODITIES NOT MANUFACTURED BY THE COMPANY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,143501,143501,143501,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,143598,143598,143598,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,143599,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1440,BIENES RAICES PARA LA VENTA,ROOT GOODS FOR THE SALE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,144001,144001,144001,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,144098,144098,144098,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,144099,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1445,SEMOVIENTES,SEMOVIENTES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,144505,ESPECIES MAYORES,GREATER GOODS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,144510,ESPECIES MENORES,SMALLER GOODS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,144599,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1450,TERRENOS,LANDS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145005,POR URBANIZAR,BY TO URBANIZE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145010,URBANIZADOS POR CONSTRUIR,URBANIZED BY TO CONSTRUCT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145099,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1455,MATERIALES; REPUESTOS Y ACCESORIOS,MATERIAL; PARTS AND ACCESSORY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145505,COMBUSTIBLES Y LUBRICANTES,FLAMMABLE AND LUBRICANTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145510,ABONOS Y FERTILIZANTES,CREDITS AND FERTILIZING,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145515,SEMILLAS TERMINADAS,ENDED SEEDS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145520,FUNGICIDAS Y HERBICIDAS,FUNGICIDAS AND HERBICIDES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145525,MATERIALES Y REPUESTOS,MATERIAL AND PARTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145530,LOZA Y CRISTALERIA,CROCKERY AND GLASSWARE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145535,HERRAMIENTAS,TOOLS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145540,MEDICINAS,MEDICINES,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145545,ELEMENTOS HOSPITALARIOS,HOSPITABLE ELEMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145550,INSTRUMENTAL QUIRURGICO,SURGICAL EQUIPMENT,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145555,DOTACION Y SUMINISTRO A TRABAJADORES,ENDOWMENT AND SUPPLY TO WORKERS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145560,ELEMENTOS DE ROPERIA Y LENCERIA,ELEMENTS OF ROPERIA AND LINEN,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145595,OTROS,OTHER,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,145599,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1460,ENVASES Y EMPAQUES,CONTAINERS AND PACKINGS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,146001,146001,146001,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,146098,146098,146098,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,146099,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1465,INVENTARIOS EN TRANSITO,INVENTORIES IN - TRAVEL,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,146501,146501,146501,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,146598,146598,146598,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,146599,AJUSTES POR INFLACION,INFLATION ADJUSTMENTS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,1499,PROVISIONES,PROVISIONS,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,149905,PARA OBSOLESCENCIA,FOR OBSOLESCENCE,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
localAccountChart,149910,PARA DIFERENCIA DE INVENTARIO FISICO,FOR DIFFERENCE OF PHYSICAL INVENTORY,1,TRUE,,,,,,,,,,,,,,,,,,,,,,
